rownumber,business_id,city,stars,review_count,is_open,category,day_time,week_day,hourofday,checkins
9172,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-11,Thu,11,0
9173,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-12,Thu,12,0
9174,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-13,Thu,13,0
9175,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-14,Thu,14,0
9176,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-15,Thu,15,0
9177,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-16,Thu,16,0
9178,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-17,Thu,17,0
9179,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-18,Thu,18,0
9180,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-19,Thu,19,0
9181,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-2,Thu,2,0
9182,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-20,Thu,20,0
9183,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-21,Thu,21,0
9184,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-22,Thu,22,0
9185,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-23,Thu,23,0
9186,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-3,Thu,3,0
9187,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-4,Thu,4,0
9188,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-5,Thu,5,0
9189,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-6,Thu,6,0
9190,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-7,Thu,7,0
9191,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-8,Thu,8,0
9192,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Thu-9,Thu,9,0
9193,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-0,Tue,0,0
9194,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-1,Tue,1,0
9195,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-10,Tue,10,0
9196,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-11,Tue,11,0
9197,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-12,Tue,12,0
9198,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-13,Tue,13,0
9199,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-14,Tue,14,0
9200,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-15,Tue,15,0
9201,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-16,Tue,16,0
9202,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-17,Tue,17,0
9203,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-18,Tue,18,0
9204,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-19,Tue,19,0
9205,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-2,Tue,2,0
9206,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-20,Tue,20,0
9207,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-21,Tue,21,0
9208,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-22,Tue,22,0
9209,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-23,Tue,23,0
9210,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-3,Tue,3,1
9211,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-4,Tue,4,0
9212,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-5,Tue,5,0
9213,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-6,Tue,6,0
9214,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-7,Tue,7,0
9215,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-8,Tue,8,0
9216,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Tue-9,Tue,9,0
9217,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-0,Wed,0,0
9218,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-1,Wed,1,0
9219,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-10,Wed,10,0
9220,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-11,Wed,11,0
9221,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-12,Wed,12,0
9222,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-13,Wed,13,0
9223,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-14,Wed,14,0
9224,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-15,Wed,15,0
9225,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-16,Wed,16,0
9226,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-17,Wed,17,1
9227,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-18,Wed,18,0
9228,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-19,Wed,19,1
9229,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-2,Wed,2,0
9230,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-20,Wed,20,0
9231,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-21,Wed,21,0
9232,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-22,Wed,22,0
9233,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-23,Wed,23,0
9234,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-3,Wed,3,0
9235,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-4,Wed,4,0
9236,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-5,Wed,5,0
9237,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-6,Wed,6,0
9238,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-7,Wed,7,0
9239,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-8,Wed,8,0
9240,0hpq5n0FYg4uF1r79TMfCA,Las Vegas,3.5,7,1,Home Services,Wed-9,Wed,9,0
9241,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-0,Fri,0,0
9242,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-1,Fri,1,0
9243,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-10,Fri,10,0
9244,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-11,Fri,11,0
9245,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-12,Fri,12,0
9246,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-13,Fri,13,0
9247,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-14,Fri,14,0
9248,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-15,Fri,15,0
9249,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-16,Fri,16,1
9250,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-17,Fri,17,0
9251,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-18,Fri,18,0
9252,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-19,Fri,19,0
9253,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-2,Fri,2,0
9254,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-20,Fri,20,0
9255,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-21,Fri,21,0
9256,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-22,Fri,22,1
9257,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-23,Fri,23,0
9258,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-3,Fri,3,0
9259,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-4,Fri,4,0
9260,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-5,Fri,5,0
9261,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-6,Fri,6,0
9262,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-7,Fri,7,0
9263,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-8,Fri,8,0
9264,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Fri-9,Fri,9,0
9265,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-0,Mon,0,0
9266,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-1,Mon,1,0
9267,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-10,Mon,10,0
9268,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-11,Mon,11,0
9269,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-12,Mon,12,0
9270,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-13,Mon,13,0
9271,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-14,Mon,14,1
9272,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-15,Mon,15,0
9273,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-16,Mon,16,0
9274,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-17,Mon,17,0
9275,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-18,Mon,18,0
9276,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-19,Mon,19,1
9277,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-2,Mon,2,0
9278,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-20,Mon,20,0
9279,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-21,Mon,21,0
9280,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-22,Mon,22,0
9281,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-23,Mon,23,0
9282,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-3,Mon,3,0
9283,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-4,Mon,4,0
9284,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-5,Mon,5,0
9285,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-6,Mon,6,0
9286,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-7,Mon,7,0
9287,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-8,Mon,8,0
9288,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Mon-9,Mon,9,0
9289,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-0,Sat,0,0
9290,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-1,Sat,1,0
9291,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-10,Sat,10,0
9292,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-11,Sat,11,0
9293,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-12,Sat,12,0
9294,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-13,Sat,13,0
9295,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-14,Sat,14,1
9296,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-15,Sat,15,0
9297,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-16,Sat,16,0
9298,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-17,Sat,17,0
9299,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-18,Sat,18,1
9300,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-19,Sat,19,0
9301,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-2,Sat,2,0
9302,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-20,Sat,20,0
9303,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-21,Sat,21,1
9304,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-22,Sat,22,0
9305,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-23,Sat,23,0
9306,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-3,Sat,3,0
9307,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-4,Sat,4,0
9308,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-5,Sat,5,0
9309,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-6,Sat,6,0
9310,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-7,Sat,7,0
9311,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-8,Sat,8,0
9312,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sat-9,Sat,9,0
9313,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-0,Sun,0,0
9314,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-1,Sun,1,0
9315,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-10,Sun,10,0
9316,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-11,Sun,11,0
9317,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-12,Sun,12,0
9318,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-13,Sun,13,0
9319,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-14,Sun,14,0
9320,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-15,Sun,15,0
9321,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-16,Sun,16,0
9322,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-17,Sun,17,0
9323,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-18,Sun,18,0
9324,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-19,Sun,19,1
9325,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-2,Sun,2,0
9326,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-20,Sun,20,1
9327,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-21,Sun,21,0
9328,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-22,Sun,22,0
9329,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-23,Sun,23,0
9330,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-3,Sun,3,0
9331,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-4,Sun,4,0
9332,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-5,Sun,5,0
9333,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-6,Sun,6,0
9334,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-7,Sun,7,0
9335,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-8,Sun,8,0
9336,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Sun-9,Sun,9,0
9337,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-0,Thu,0,0
9338,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-1,Thu,1,0
9339,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-10,Thu,10,0
9340,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-11,Thu,11,0
9341,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-12,Thu,12,0
9342,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-13,Thu,13,0
9343,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-14,Thu,14,0
9344,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-15,Thu,15,0
9345,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-16,Thu,16,1
9346,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-17,Thu,17,0
9347,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-18,Thu,18,0
9348,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-19,Thu,19,0
9349,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-2,Thu,2,0
9350,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-20,Thu,20,0
9351,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-21,Thu,21,0
9352,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-22,Thu,22,0
9353,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-23,Thu,23,0
9354,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-3,Thu,3,0
9355,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-4,Thu,4,0
9356,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-5,Thu,5,0
9357,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-6,Thu,6,0
9358,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-7,Thu,7,0
9359,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-8,Thu,8,0
9360,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Thu-9,Thu,9,0
9361,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-0,Tue,0,0
9362,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-1,Tue,1,1
9363,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-10,Tue,10,0
9364,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-11,Tue,11,0
9365,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-12,Tue,12,0
9366,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-13,Tue,13,0
9367,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-14,Tue,14,0
9368,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-15,Tue,15,0
9369,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-16,Tue,16,0
9370,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-17,Tue,17,0
9371,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-18,Tue,18,0
9372,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-19,Tue,19,0
9373,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-2,Tue,2,0
9374,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-20,Tue,20,0
9375,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-21,Tue,21,1
9376,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-22,Tue,22,0
9377,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-23,Tue,23,0
9378,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-3,Tue,3,0
9379,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-4,Tue,4,0
9380,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-5,Tue,5,0
9381,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-6,Tue,6,0
9382,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-7,Tue,7,0
9383,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-8,Tue,8,0
9384,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Tue-9,Tue,9,0
9385,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-0,Wed,0,0
9386,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-1,Wed,1,0
9387,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-10,Wed,10,0
9388,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-11,Wed,11,0
9389,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-12,Wed,12,0
9390,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-13,Wed,13,0
9391,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-14,Wed,14,1
9392,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-15,Wed,15,0
9393,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-16,Wed,16,0
9394,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-17,Wed,17,0
9395,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-18,Wed,18,0
9396,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-19,Wed,19,0
9397,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-2,Wed,2,0
9398,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-20,Wed,20,0
9399,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-21,Wed,21,1
9400,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-22,Wed,22,0
9401,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-23,Wed,23,0
9402,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-3,Wed,3,0
9403,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-4,Wed,4,0
9404,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-5,Wed,5,0
9405,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-6,Wed,6,0
9406,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-7,Wed,7,0
9407,0i5U0Evb0h2J5fBvgjtcJw,Charlotte,3.5,11,1,Shopping,Wed-8,Wed,8,0
